Gene.symbol	ID	adj.P.Val	P.Value	t	B	logFC	Gene.title
DIMT1	217106_x_at	0.03431	0.0007801	-4.1756702	-0.358734	-1.31192874	DIM1 dimethyladenosine transferase 1 homolog
	1563561_at	0.03428	0.00077649	4.1779363	-0.354437	1.42275027	
TTC27	218710_at	0.03428	0.00077738	-4.1773756	-0.3555	-1.48132042	tetratricopeptide repeat domain 27
	236067_at	0.03428	0.00077672	-4.1777929	-0.354709	-2.71722378	
MOB1B	225997_at	0.03422	0.00077427	-4.1793367	-0.351781	-2.31567171	MOB kinase activator 1B
LOC101929717	1563913_at	0.03415	0.00077053	4.1817094	-0.347282	2.23396575	uncharacterized LOC101929717
	213448_at	0.03415	0.00076853	4.1829803	-0.344872	1.95078017	
PELI2	219132_at	0.03415	0.00077162	4.1810191	-0.348591	1.63801369	pellino E3 ubiquitin protein ligase family member 2
	239245_at	0.03415	0.00077143	4.1811351	-0.348371	1.61589409	
ERO1A	225750_at	0.03415	0.00077196	4.180804	-0.348999	1.38406832	endoplasmic reticulum oxidoreductase 1 alpha
MYL12A	1555977_at	0.03415	0.0007707	4.1815982	-0.347493	1.20183444	myosin light chain 12A
CSE1L	201112_s_at	0.03415	0.00077125	-4.1812522	-0.348149	-1.44500511	chromosome segregation 1 like
HELZ2	228230_at	0.03409	0.00076591	4.1846552	-0.341697	2.95290993	helicase with zinc finger 2
SNTN	239150_at	0.03409	0.00076592	4.1846473	-0.341712	2.13339198	"sentan, cilia apical structure protein"
DNASE1	228929_at	0.03409	0.00076554	4.1848911	-0.34125	1.60774628	deoxyribonuclease 1
CD300A	209933_s_at	0.03409	0.00076624	4.1844409	-0.342103	1.60513776	CD300a molecule
TRMT6	233970_s_at	0.03409	0.00076304	4.1864933	-0.338212	1.56086507	tRNA methyltransferase 6
IGF2R	201392_s_at	0.03409	0.00076388	4.1859531	-0.339236	1.28829289	insulin like growth factor 2 receptor
NUF2	223381_at	0.03409	0.00076585	-4.1846926	-0.341626	-1.92658086	"NUF2, NDC80 kinetochore complex component"
ARNTL2	220658_s_at	0.03409	0.00076626	-4.1844304	-0.342123	-2.02400023	aryl hydrocarbon receptor nuclear translocator like 2
	1562947_x_at	0.03398	0.00075792	4.1897859	-0.331971	1.2844863	
PCM1	214937_x_at	0.03398	0.00075893	-4.1891359	-0.333203	-1.11449959	pericentriolar material 1
MRPL15	218027_at	0.03398	0.00075877	-4.1892355	-0.333014	-1.36870787	mitochondrial ribosomal protein L15
NUP210	212315_s_at	0.03398	0.00075804	-4.1897118	-0.332111	-1.87421182	nucleoporin 210
EPDR1	223253_at	0.03398	0.0007586	-4.1893446	-0.332807	-2.26177132	ependymin related 1
EMC1	212396_s_at	0.03398	0.00075872	-4.1892721	-0.332945	-2.5624292	ER membrane protein complex subunit 1
	1559895_x_at	0.03393	0.00075399	4.1923288	-0.327151	1.43794295	
MCM4	222037_at	0.03377	0.00074982	-4.1950491	-0.321996	-2.17112585	minichromosome maintenance complex component 4
PHF10	225048_at	0.03376	0.0007489	-4.1956479	-0.320861	-1.28027959	PHD finger protein 10
	1558299_at	0.0337	0.00074705	4.1968572	-0.318569	2.17965087	
KBTBD7	229970_at	0.0337	0.00074648	4.1972343	-0.317855	1.72082911	kelch repeat and BTB domain containing 7
IQGAP1	200791_s_at	0.0337	0.00074504	4.198178	-0.316067	1.06414372	IQ motif containing GTPase activating protein 1
PSIP1	205961_s_at	0.0337	0.00074576	-4.1977054	-0.316962	-1.7318849	PC4 and SFRS1 interacting protein 1
UTP20	209725_at	0.0337	0.00074401	-4.19886	-0.314774	-1.74704514	"UTP20, small subunit processome component"
HBA2///HBA1	204018_x_at	0.0337	0.000745	-4.1982035	-0.316018	-2.52822293	hemoglobin subunit alpha 2///hemoglobin subunit alpha 1
NCF1	214084_x_at	0.03367	0.00074152	4.2005008	-0.311665	2.62232871	neutrophil cytosolic factor 1
BCL2L15	242013_at	0.03367	0.00074018	4.2013876	-0.309985	2.18986687	BCL2 like 15
BRI3	223376_s_at	0.03367	0.00074012	4.201423	-0.309918	1.65922412	brain protein I3
GCAT	36475_at	0.03367	0.00074196	-4.2002075	-0.312221	-1.47046539	glycine C-acetyltransferase
TTC12	219587_at	0.03367	0.00074132	-4.2006319	-0.311417	-2.93422227	tetratricopeptide repeat domain 12
ANKRD22	239196_at	0.0336	0.00073576	4.2043155	-0.304438	2.92453611	ankyrin repeat domain 22
APOBR	220023_at	0.0336	0.00073388	4.2055746	-0.302053	2.05317505	apolipoprotein B receptor
ZMYND11	202136_at	0.0336	0.00073627	-4.203982	-0.30507	-1.10757053	zinc finger MYND-type containing 11
CCNG1	208796_s_at	0.0336	0.00073723	-4.2033379	-0.30629	-1.21063169	cyclin G1
CLNS1A	209143_s_at	0.0336	0.00073723	-4.2033405	-0.306285	-1.23097027	chloride nucleotide-sensitive channel 1A
CSPP1	227105_at	0.0336	0.00073311	-4.2060862	-0.301084	-1.3267039	centrosome and spindle pole associated protein 1
IFRD2	209100_at	0.0336	0.00073519	-4.204701	-0.303708	-1.56467021	interferon related developmental regulator 2
CALR	214315_x_at	0.0336	0.00073592	-4.2042122	-0.304634	-1.56608616	calreticulin
GLO1	200681_at	0.0336	0.00073509	-4.2047616	-0.303593	-1.61065712	glyoxalase I
BCAT1	226517_at	0.0336	0.00073742	-4.2032143	-0.306525	-2.17184406	branched chain amino acid transaminase 1
	1559332_at	0.03359	0.00072888	4.2089203	-0.295716	1.73803798	
AGTPBP1	204499_at	0.03359	0.00073004	4.2081433	-0.297188	1.62767475	ATP/GTP binding protein 1
SLC2A14///SLC2A3	216236_s_at	0.03359	0.00073012	4.2080861	-0.297296	1.58808234	solute carrier family 2 member 14///solute carrier family 2 member 3
CMTM6	223047_at	0.03359	0.00072629	4.2106672	-0.292407	1.57296854	CKLF like MARVEL transmembrane domain containing 6
VAMP3	201337_s_at	0.03359	0.00073112	4.2074175	-0.298562	1.46667388	vesicle associated membrane protein 3
	216508_x_at	0.03359	0.0007311	-4.2074297	-0.298539	-1.00311697	
MELK	204825_at	0.03359	0.00072989	-4.208243	-0.296999	-1.51831526	maternal embryonic leucine zipper kinase
HACD1	219654_at	0.03359	0.00073044	-4.2078767	-0.297693	-1.75323154	3-hydroxyacyl-CoA dehydratase 1
PBK	219148_at	0.03359	0.00072551	-4.2111911	-0.291415	-2.28336408	PDZ binding kinase
ITM2A	202746_at	0.03359	0.00072904	-4.2088123	-0.29592	-2.50861662	integral membrane protein 2A
NNT	202783_at	0.03357	0.00072458	-4.2118228	-0.290219	-1.28453162	nicotinamide nucleotide transhydrogenase
HS3ST3A1	219985_at	0.03356	0.00072373	4.2123927	-0.289139	2.11195408	heparan sulfate-glucosamine 3-sulfotransferase 3A1
ORAI2	218811_at	0.03356	0.00072334	4.2126565	-0.28864	1.44573075	ORAI calcium release-activated calcium modulator 2
GPAM	225424_at	0.03356	0.00072291	-4.2129489	-0.288086	-1.54200641	"glycerol-3-phosphate acyltransferase, mitochondrial"
TUBG1	201714_at	0.03356	0.00072332	-4.2126761	-0.288603	-1.97120224	tubulin gamma 1
DKFZP564C152	1557398_at	0.03354	0.00072054	4.214563	-0.285029	2.48234863	DKFZP564C152 protein
FAM182B///FAM182A	230539_at	0.03354	0.00071945	4.2153048	-0.283625	2.25209766	family with sequence similarity 182 member B///family with sequence similarity 182 member A
LOC101928551	1561452_at	0.03354	0.00071625	4.2174887	-0.27949	2.25174239	uncharacterized LOC101928551
DENND5B	236415_at	0.03354	0.00071963	4.2151761	-0.283869	2.14991533	DENN domain containing 5B
LOC100049716	228647_at	0.03354	0.00072082	4.2143721	-0.285391	1.937349	uncharacterized LOC100049716
TIMM8A	210800_at	0.03354	0.00071497	4.2183647	-0.277831	1.9227754	translocase of inner mitochondrial membrane 8 homolog A (yeast)
	236809_at	0.03354	0.00071936	4.2153651	-0.283511	1.92021637	
PFKFB2	238450_at	0.03354	0.00071275	4.2198898	-0.274944	1.86245599	"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2"
ZNF641	235179_at	0.03354	0.00071167	4.2206299	-0.273543	1.60626177	zinc finger protein 641
SNHG16///SNORD1C///SNORD1A	224601_at	0.03354	0.00071643	-4.2173634	-0.279727	-1.2853973	"small nucleolar RNA host gene 16///small nucleolar RNA, C/D box 1C///small nucleolar RNA, C/D box 1A"
OXNAD1	227686_at	0.03354	0.00071727	-4.2167918	-0.280809	-1.49767358	oxidoreductase NAD binding domain containing 1
DNAJC9	213088_s_at	0.03354	0.0007187	-4.2158098	-0.282669	-1.72957157	DnaJ heat shock protein family (Hsp40) member C9
PGRMC2	201701_s_at	0.03354	0.00071818	-4.2161676	-0.281991	-1.8104528	progesterone receptor membrane component 2
ZNF436	226114_at	0.03354	0.00071792	-4.2163477	-0.28165	-1.81124515	zinc finger protein 436
ADA	216705_s_at	0.03354	0.0007173	-4.2167684	-0.280854	-2.34851583	adenosine deaminase
CPOX	204172_at	0.03354	0.00071607	-4.2176129	-0.279255	-2.82795575	coproporphyrinogen oxidase
ST6GALNAC4	221551_x_at	0.03349	0.00070984	-4.2218915	-0.271154	-2.73006382	"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4"
SPECC1L-ADORA2A///ADORA2A	205013_s_at	0.03348	0.00070918	4.2223491	-0.270288	1.51154093	SPECC1L-ADORA2A readthrough (NMD candidate)///adenosine A2a receptor
WHSC1	209053_s_at	0.03348	0.00070884	-4.2225857	-0.26984	-1.46875286	Wolf-Hirschhorn syndrome candidate 1
NUCKS1	224581_s_at	0.03348	0.00070766	-4.2234024	-0.268294	-1.50323643	nuclear casein kinase and cyclin dependent kinase substrate 1
TMPO	203432_at	0.03348	0.00070892	-4.2225303	-0.269945	-1.61245344	thymopoietin
PTPRJ	227396_at	0.03342	0.00070534	4.225012	-0.265247	2.02151247	"protein tyrosine phosphatase, receptor type J"
FAS	215719_x_at	0.03342	0.00070415	4.2258378	-0.263684	1.2419992	Fas cell surface death receptor
QDPR	209123_at	0.03342	0.00070515	-4.2251391	-0.265007	-1.53039778	quinoid dihydropteridine reductase
KRT40	1562628_at	0.03341	0.00069699	4.2308457	-0.254207	3.44705673	keratin 40
FCAR	207674_at	0.03341	0.00070224	4.227172	-0.261159	2.98888992	Fc fragment of IgA receptor
ADAM3A	216276_s_at	0.03341	0.00070336	4.2263853	-0.262648	2.6091623	ADAM metallopeptidase domain 3A (pseudogene)
	243339_at	0.03341	0.00069295	4.233697	-0.248811	2.37697871	
SIRPB1	206934_at	0.03341	0.00070084	4.2281487	-0.25931	2.36736299	signal regulatory protein beta 1
	1566937_at	0.03341	0.00068739	4.2376522	-0.241328	2.24025393	
FYB	224148_at	0.03341	0.00069106	4.2350415	-0.246267	1.89296651	FYN binding protein
LOC101928274///VSIG10	226485_at	0.03341	0.00069387	4.2330506	-0.250034	1.82029978	uncharacterized LOC101928274///V-set and immunoglobulin domain containing 10
	1559201_a_at	0.03341	0.00069965	4.2289806	-0.257736	1.60720867	
LAMTOR3	217971_at	0.03341	0.00069426	4.2327706	-0.250564	1.57440026	"late endosomal/lysosomal adaptor, MAPK and MTOR activator 3"
IVNS1ABP	201362_at	0.03341	0.00069969	4.2289541	-0.257786	1.5209768	influenza virus NS1A binding protein
TNFSF12-TNFSF13///TNFSF12///TNFSF13	229326_at	0.03341	0.00069954	4.2290586	-0.257589	1.48598358	TNFSF12-TNFSF13 readthrough///tumor necrosis factor superfamily member 12///tumor necrosis factor superfamily member 13
BRI3	229798_s_at	0.03341	0.00069761	4.2304124	-0.255027	1.24621643	brain protein I3
NAE1	202268_s_at	0.03341	0.00069455	-4.2325669	-0.25095	-1.34609385	NEDD8 activating enzyme E1 subunit 1
ARV1	223223_at	0.03341	0.00068767	-4.2374504	-0.24171	-1.61258253	"ARV1 homolog, fatty acid homeostasis modulator"
C5orf63	244761_at	0.03341	0.00069963	-4.2289935	-0.257712	-1.62353711	chromosome 5 open reading frame 63
MAGED1	209014_at	0.03341	0.00069573	-4.2317389	-0.252516	-1.63517293	MAGE family member D1
AMIGO3///GMPPB	219920_s_at	0.03341	0.00068834	-4.2369746	-0.24261	-1.81161789	adhesion molecule with Ig like domain 3///GDP-mannose pyrophosphorylase B
PFAS	213302_at	0.03341	0.00069439	-4.2326796	-0.250736	-1.83559606	phosphoribosylformylglycinamidine synthase
PRRT3	1556308_at	0.03341	0.00068757	-4.2375224	-0.241574	-1.95484032	proline rich transmembrane protein 3
LRIG2	242165_at	0.03341	0.00068979	-4.2359424	-0.244563	-1.99393931	leucine rich repeats and immunoglobulin like domains 2
UBE2T	223229_at	0.03341	0.00068545	-4.2390344	-0.238713	-2.03861416	ubiquitin conjugating enzyme E2 T
ERGIC1	224576_at	0.03341	0.0006928	-4.2338043	-0.248608	-2.16797525	endoplasmic reticulum-golgi intermediate compartment 1
LOC101927841	239823_at	0.03341	0.00069937	-4.2291745	-0.257369	-2.34406937	uncharacterized LOC101927841
CTTN	214074_s_at	0.03341	0.0007016	-4.227619	-0.260313	-2.41567752	cortactin
BIN1	210201_x_at	0.03341	0.00069265	-4.2339125	-0.248404	-2.60713332	bridging integrator 1
SMAD1	210993_s_at	0.03341	0.00068848	-4.2368753	-0.242798	-2.69594701	SMAD family member 1
PDZK1IP1	219630_at	0.03341	0.00070289	-4.2267156	-0.262023	-2.727428	PDZK1 interacting protein 1
LPCAT4	40472_at	0.03341	0.00069035	-4.2355437	-0.245317	-2.84461391	lysophosphatidylcholine acyltransferase 4
FAM65C	227654_at	0.03341	0.00070289	-4.2267183	-0.262018	-3.08157386	family with sequence similarity 65 member C
CKAP2///IGLC1	216412_x_at	0.03341	0.00070198	-4.2273533	-0.260816	-3.16018492	cytoskeleton associated protein 2///immunoglobulin lambda constant 1
BLVRA	211729_x_at	0.0334	0.00068428	-4.2398711	-0.237131	-1.65780705	biliverdin reductase A
MAPK14	202530_at	0.03337	0.00068303	4.2407707	-0.235429	1.48965038	mitogen-activated protein kinase 14
SEC14L4	239492_at	0.0333	0.00068101	-4.2422226	-0.232682	-2.60131918	SEC14 like lipid binding 4
CD24	208650_s_at	0.03327	0.0006797	4.243171	-0.230889	2.81867491	CD24 molecule
CHID1	223061_at	0.03311	0.00067591	-4.2459126	-0.225704	-1.61844324	chitinase domain containing 1
KIF4A	218355_at	0.03311	0.00067587	-4.2459397	-0.225652	-1.79152909	kinesin family member 4A
	244599_at	0.0331	0.00067424	-4.2471256	-0.22341	-1.53368885	
	233445_at	0.0331	0.00067434	-4.2470561	-0.223541	-2.16826603	
MAP1LC3A	232011_s_at	0.03309	0.00067108	4.2494338	-0.219045	1.80184527	microtubule associated protein 1 light chain 3 alpha
PPP3CA	202457_s_at	0.03309	0.00067276	4.2482008	-0.221376	1.03775188	protein phosphatase 3 catalytic subunit alpha
DNPEP	38703_at	0.03309	0.00067127	-4.2492929	-0.219311	-1.04504619	aspartyl aminopeptidase
KIF18B	222039_at	0.03309	0.00067269	-4.2482566	-0.221271	-1.5254706	kinesin family member 18B
LAS1L	208117_s_at	0.03309	0.00066925	-4.2507732	-0.216512	-1.58158693	"LAS1 like, ribosome biogenesis factor"
MIF	217871_s_at	0.03309	0.00067211	-4.2486765	-0.220477	-1.84311096	macrophage migration inhibitory factor (glycosylation-inhibiting factor)
B3GALNT1	211379_x_at	0.03309	0.0006731	-4.2479592	-0.221833	-1.96117004	"beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)"
SLC6A8	213843_x_at	0.03309	0.00067096	-4.2495175	-0.218887	-2.62416965	solute carrier family 6 member 8
RTCB	200042_at	0.03297	0.00066568	-4.2533974	-0.211551	-1.23772833	"RNA 2',3'-cyclic phosphate and 5'-OH ligase"
SLC6A16	1569940_at	0.03296	0.00066485	4.254006	-0.2104	1.27055984	solute carrier family 6 member 16
	236167_at	0.03296	0.00066438	-4.2543585	-0.209734	-2.20968038	
PDIA4	211048_s_at	0.03294	0.00066329	-4.2551587	-0.208221	-2.12883217	protein disulfide isomerase family A member 4
	236149_at	0.03291	0.00066213	-4.2560193	-0.206594	-2.25669374	
FANCA	203805_s_at	0.0329	0.00066126	-4.2566629	-0.205378	-2.17212456	Fanconi anemia complementation group A
CLEC12A	1552398_a_at	0.03284	0.00065942	4.2580357	-0.202783	2.71616517	C-type lectin domain family 12 member A
SUCLG1	244638_at	0.03284	0.00065918	4.2582105	-0.202452	1.68855736	succinate-CoA ligase alpha subunit
TNFRSF10A	231775_at	0.03279	0.00065721	4.2596819	-0.199671	1.8567401	TNF receptor superfamily member 10a
CAPG	201850_at	0.03274	0.00065563	4.2608626	-0.197439	2.34282151	"capping actin protein, gelsolin like"
PSEN1	203460_s_at	0.03274	0.00065408	4.2620253	-0.195242	1.58889961	presenilin 1
KANSL1L	1554791_a_at	0.03274	0.00065543	4.2610128	-0.197156	1.43144961	KAT8 regulatory NSL complex subunit 1 like
MAPK1	1552264_a_at	0.03274	0.00065516	4.261212	
